REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
1979/1980;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;2482.0;;;;1
1979/1980;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;;..;;;1
1979/1980;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;377.14;;;;2
1979/1980;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;1730.0;;;;1
1979/1980;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1282.0;;;;1
1979/1980;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;448.0;;;;1
1979/1980;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;;..;;;1
1979/1980;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;119.25;;;;2
1979/1980;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;6699.0;;;;1
1979/1980;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;6699.0;;;;1
1979/1980;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;;..;;;1
1979/1980;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;461.77;;;;2
1979/1980;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;1599.0;;;;1
1979/1980;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;1227.0;;;;1
1979/1980;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;372.0;;;;1
1979/1980;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;;..;;;1
1979/1980;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;;..;;;1
1979/1980;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;82.86;;;;2
1979/1980;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;8002.0;;;;1
1979/1980;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;7987.0;;;;1
1979/1980;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;;..;;;1
1979/1980;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;15.0;;;;1
1979/1980;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;413.88;;;;2
1979/1980;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;48.0;;;;1
1979/1980;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;43.0;;;;1
1979/1980;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;5.0;;;;1
1979/1980;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;;..;;;1
1979/1980;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;;..;;;1
1979/1980;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;297.66;;;;2
1979/1980;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;369.0;;;;1
1979/1980;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;369.0;;;;1
1979/1980;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;;..;;;1
1979/1980;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;2288.23;;;;2
1979/1980;Northwest Territories including Nunavut;;Total actual-in count;Persons;249;units;0;v21536921;13.1;138.0;;;t;1
1979/1980;Northwest Territories including Nunavut;;Sentenced, actual-in count;Persons;249;units;0;v21536922;13.2;126.0;;;t;1
1979/1980;Northwest Territories including Nunavut;;Remand, actual-in count;Persons;249;units;0;v21536923;13.3;12.0;;;t;1
1979/1980;Northwest Territories including Nunavut;;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536926;13.6;523.54;;;t;2
1979/1980;Northwest Territories including Nunavut;;Total community supervision count;Persons;249;units;0;v21536927;13.7;290.0;;;t;1
1979/1980;Northwest Territories including Nunavut;;Probation, community supervision;Persons;249;units;0;v21536928;13.8;290.0;;;t;1
1979/1980;Northwest Territories including Nunavut;;Probation rates per 100,000 adults;Rate;257;units;0;v21536929;13.11;1100.19;;;t;2
1979/1980;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;;..;;;1
1979/1980;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;;..;;;1
1979/1980;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;;..;;;1
1979/1980;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;;..;;;1
1979/1980;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;;..;;;1
1979/1980;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;;..;;;2
1979/1980;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;;..;;;1
1979/1980;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;;..;;;1
1979/1980;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;;..;;;1
1979/1980;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;;..;;;2
1979/1980;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;;..;;;1
1979/1980;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;;..;;;1
1979/1980;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;;..;;;1
1979/1980;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;;..;;;1
1979/1980;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;;..;;;1
1979/1980;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;;..;;;2
1979/1980;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;;..;;;1
1979/1980;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;;..;;;1
1979/1980;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;;..;;;1
1979/1980;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;;..;;;2
1980/1981;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;13851.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;10832.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;2997.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;22.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;3413.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;79.10;;;;2
1980/1981;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;64744.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;62656.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;;..;;;1
1980/1981;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;2088.0;;;;1
1980/1981;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;357.84;;;;2
1980/1981;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;238.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;229.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;9.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;;..;;;1
1980/1981;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;262.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;66.01;;;;2
1980/1981;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;663.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;663.0;;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;;..;;;1
1980/1981;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;183.89;;;;2
1980/1981;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;68.0;;;;1
1980/1981;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;55.0;;;;1
1980/1981;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;7.0;;;;1
1980/1981;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;6.0;;;;1
1980/1981;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;;..;;;1
1980/1981;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;80.73;;;;2
1980/1981;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;358.0;;;;1
1980/1981;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;358.0;;;;1
1980/1981;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;;..;;;1
1980/1981;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;425.02;;;;2
1980/1981;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;382.0;;;;1
1980/1981;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;323.0;;;;1
1980/1981;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;59.0;;;;1
1980/1981;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;;..;;;1
1980/1981;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;;..;;;1
1980/1981;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;64.05;;;;2
1980/1981;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;2946.0;;;;1
1980/1981;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;2946.0;;;;1
1980/1981;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
1980/1981;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;493.99;;;;2
1980/1981;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;481.0;;;;1
1980/1981;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;440.0;;;;1
1980/1981;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;37.0;;;;1
1980/1981;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;4.0;;;;1
1980/1981;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;537.0;;;;1
1980/1981;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;99.82;;;;2
1980/1981;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;1421.0;;;;1
1980/1981;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;1421.0;;;;1
1980/1981;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;;..;;;1
1980/1981;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;294.89;;;;2
1980/1981;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;2327.0;;;;1
1980/1981;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;1719.0;;;;1
1980/1981;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;602.0;;;;1
1980/1981;Quebec;2016A000224;Other statuses, actual-in count;Persons;249;units;0;v21536851;6.4;6.0;;;;1
1980/1981;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;2614.0;;;;1
1980/1981;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;49.55;;;;2
1980/1981;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;5809.0;;;;1
1980/1981;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;4779.0;;;;1
1980/1981;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;;..;;;1
1980/1981;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;1030.0;;;;1
1980/1981;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;101.77;;;;2
1980/1981;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;5250.0;;;;1
1980/1981;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;4179.0;;;;1
1980/1981;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;1067.0;;;;1
1980/1981;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;4.0;;;;1
1980/1981;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;;..;;;1
1980/1981;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;83.23;;;;2
1980/1981;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;32871.0;;;;1
1980/1981;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;32011.0;;;;1
1980/1981;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;;..;;;1
1980/1981;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;860.0;;;;1
1980/1981;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;507.45;;;;2
1980/1981;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;714.0;;;;1
1980/1981;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;419.0;;;;1
1980/1981;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;293.0;;;;1
1980/1981;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;2.0;;;;1
1980/1981;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;;..;;;1
1980/1981;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;97.45;;;;2
1980/1981;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;1659.0;;;;1
1980/1981;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;1659.0;;;;1
1980/1981;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;;..;;;1
1980/1981;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;226.43;;;;2
1980/1981;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;842.0;;;;1
1980/1981;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;742.0;;;;1
1980/1981;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;100.0;;;;1
1980/1981;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;;..;;;1
1980/1981;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;125.99;;;;2
1980/1981;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;2254.0;;;;1
1980/1981;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;2254.0;;;;1
1980/1981;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;;..;;;1
1980/1981;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;337.26;;;;2
1980/1981;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;1876.0;;;;1
1980/1981;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1416.0;;;;1
1980/1981;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;460.0;;;;1
1980/1981;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;;..;;;1
1980/1981;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;122.35;;;;2
1980/1981;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;7062.0;;;;1
1980/1981;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7062.0;;;;1
1980/1981;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;;..;;;1
1980/1981;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;460.59;;;;2
1980/1981;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;1469.0;;;;1
