FID;INSTAL_COD;INSTAL_NOM;INSTAL_N_1;ETAB_CODE;ETAB_NOM;ETAB_NOM_A;RSS_CODE;RSS_NOM;ADRESSE;CASE_POST;CODE_POSTA;TELEPHONE;MUN_CODE;MUN_NOM;CLSC_CODE;CLSC_NOM;MRC_CODE;MRC_NOM;RLS_CODE;RLS_NOM;RUIS_CODE;RUIS_NOM;STATUT_COD;MD_CONS_CO;MD_FINAN_C;DESIGN_MIN;INSTANCE;DATE_INCOR;DATE_OUVER;LONGITUDE;LATITUDE;CHPSY;CHSGS;CHSLD;CLSC;CPEJ;CRDITED;CRDPA;CRDPM;CRDPV;CRDPL;CRJDA;CRMDA;CRD;Y;X
43;28876449;CHSLD DE LA MAISON-LEGAULT INC.;CHSLD DE LA MAISON LEGAULT INC.;28876449;Centre d'hébergement et de soins de longue durée de La Maison Legault inc.;CHSLD DE LA MAISON LEGAULT INC.;3;Capitale-Nationale;3035, chemin Saint-Louis; ;G1W1R5;(418) 650-9488;23027;Québec;3123;Sainte-Foy - Sillery;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;2;0;4; ;N;2010/02/24 00:00:00+00;1990/11/01 00:00:00+00;-71.288623;46.757755;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2886230005371;46.7577550000014
44;29490414;FOYER SAINTS-ANGES DE HAM-NORD;FOYER SAINTS-ANGES DE HAM-NORD;29490414;Foyer Saints-Anges de Ham-Nord Inc.;FOYER SAINTS-ANGES DE HAM-NORD INC.;4;Mauricie et Centre-du-Québec;493, rue Principale;case postale 269;G0P1A0;(819) 344-2940;39010;Ham-Nord;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;2;1;6; ;N;2010/02/23 00:00:00+00;1992/04/01 00:00:00+00;-71.647771;45.903815;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.6477710000797;45.9038149999079
45;29530060;CHSLD BOURGET;CHSLD BOURGET;29530060;Centre d'hébergement et de soins de longue durée Bourget Inc.;CHSLD BOURGET INC.;6;Montréal;11570, rue Notre-Dame Est; ;H1B2X4;(514) 645-1673;66023;Montréal;6523;Pointe-aux-Trembles;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;2;1;2; ;N;2010/02/24 00:00:00+00;1992/10/27 00:00:00+00;-73.49276;45.6338;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.4927600004689;45.6338000004298
46;29530078;CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE BUSSEY (QUEBEC);CHSLD BUSSEY (QUEBEC);29530078;Centre d'hébergement et de soins de longue durée Bussey (Québec) Inc.;CHSLD BUSSEY (QUÉBEC) INC.;6;Montréal;2069, boulevard Saint-Joseph; ;H8S4B7;(514) 637-1127;66023;Montréal;6121;Lachine;660;Montréal;612;RLS de Dorval - Lachine - Lasalle;3;RUIS Université McGill;2;1;2; ;N;2010/02/24 00:00:00+00;1992/10/29 00:00:00+00;-73.683301;45.433078;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6833009997687;45.4330779996213
47;29732187;VILLA MEDICA;VILLA MEDICA;29732187;Villa Medica Inc.;VILLA MEDICA INC.;6;Montréal;225, rue Sherbrooke Est; ;H2X1C9;(514) 288-8201;66023;Montréal;6321;Saint-Louis-du-Parc;660;Montréal;632;RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc;2;RUIS Université de Montréal;2;1;2; ;N;2010/02/24 00:00:00+00;1993/03/31 00:00:00+00;-73.568738;45.514974;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.568738000562;45.5149739998916
48;29732203;POINT DE SERVICE DE LA MRC DE LA HAUTE-GASPESIE;POINT DE SERVICE DE LA MRC DE LA HAUTE-GASPESIE;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;230, route du Parc; ;G4V2C4;(418) 763-3325;4037;Sainte-Anne-des-Monts;11121;Denis-Riverin;40;La Haute-Gaspésie;1112;RLS de la Haute-Gaspésie;1;RUIS Université Laval;1;2;1; ;N;;1993/03/17 00:00:00+00;-66.478206;49.120055;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui; ;Non;Non;Non;-66.4782060004521;49.120055000089
49;51216281;SERVICES PROFESSIONNELS - MRC MITIS;SERVICES PROFESSIONNELS - MRC MITIS;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;1312, boulevard Jacques-Cartier; ;G5H2T1;(418) 775-9753;9077;Mont-Joli;1161;La Mitis;90;La Mitis;116;RLS de La Mitis;1;RUIS Université Laval;1;2;1; ;N;;1995/04/01 00:00:00+00;-68.197093;48.591022;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-68.1970929998372;48.5910220001901
50;51216372;ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-FÉLICIEN;ATELIER DE TRAVAIL DI ET TSA DE SAINT-FÉLICIEN;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;1441-B, boulevard Industriel; ;G8K1W1;(418) 679-3377;91042;Saint-Félicien;2111;Domaine-du-Roy;910;Le Domaine-du-Roy;211;RLS du Domaine-du-Roy;1;RUIS Université Laval;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.450916;48.640315;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.4509160002921;48.6403150003403
51;51216455;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME DE TROIS-RIVIÈRES;CRDI-TSA DE TROIS-RIVIÈRES;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;920, place Boland; ;G8Z4H2;(819) 378-6111;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.580945;46.341225;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.580944999802;46.3412250001674
52;51216463;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME BOLAND;CENTRE ACT. DE JOUR DI ET TSA BOLAND;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1000, place Boland; ;G8Z4H2;(819) 378-6111;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.580274;46.340224;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.5802739996061;46.3402240002774
53;51216489;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA FONTAINE;CENTRE ACT. DE JOUR EN DI ET TSA DE LA FONTAINE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1485, place de la Fontaine; ;G8Y2S9;(819) 378-4083;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.584562;46.357625;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.5845619994901;46.3576250000357
54;51216521;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE BÉCANCOUR;CRDI-TSA DE BÉCANCOUR;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1582, boulevard de Port-Royal; ;G9H1X6;(819) 233-2111;38010;Bécancour;4162;Bécancour;380;Bécancour;416;RLS de Bécancour–Nicolet-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.541898;46.292546;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.5418980000291;46.2925459995779
55;51216539;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE PLESSISVILLE;CRDI-TSA DE PLESSISVILLE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1500, avenue Saint-Louis, bureau 201; ;G6L2M8;(819) 362-6324;32040;Plessisville;4182;De l'Érable;320;L'Érable;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/04/01 00:00:00+00;-71.770819;46.21929;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.7708190000208;46.2192899998998
56;51216547;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DES BOIS-FRANCS-NORD;CRDI-TSA DES BOIS-FRANCS-NORD;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;466, boulevard des Bois-Francs Nord; ;G6P1H3;(819) 758-6272;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/04/01 00:00:00+00;-71.968198;46.06674;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.9681979997889;46.0667399996247
57;51216554;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE DRUMMONDVILLE;CRDI-TSA DE DRUMMONDVILLE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;440, rue Saint-Georges; ;J2C4H4;(819) 477-5687;49058;Drummondville;4171;Drummond;490;Drummond;417;RLS de Drummond;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.497516;45.882136;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.4975159999628;45.8821360004075
58;51216562;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE GRAND-MÈRE;CENTRE ACT.DE JOUR DI ET TSA DE GRAND-MÈRE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1697, 3e Avenue; ;G9T2W6;(819) 533-5725;36033;Shawinigan;4141;Centre-de-la-Mauricie;360;Shawinigan;414;RLS du Centre-de-la-Mauricie;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.702773;46.60348;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.7027730001406;46.6034799997423
59;51216596;CLSC DE BARACHOIS;CLSC DE BARACHOIS;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;1070, Route 132 Est; ;G0C1A0;(418) 645-2572;2005;Percé;11132;Gaspé;20;Le Rocher-Percé;1113;RLS de La Côte-de-Gaspé;1;RUIS Université Laval;1;2;1; ;N;;1995/04/01 00:00:00+00;-64.279577;48.617951;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-64.2795769999219;48.6179510002173
60;51216612;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE BERTHIER-SUR-MER;CENTRE ACT. DE JOUR DI-TSA DE BERTHIER-SUR-MER;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;38, route Saint-François; ;G0R1E0;(418) 259-2672;18065;Berthier-sur-Mer;12151;Montmagny;180;Montmagny;1215;RLS de Montmagny-L'Islet;1;RUIS Université Laval;1;2;1; ;N;;1995/04/01 00:00:00+00;-70.728148;46.922203;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-70.7281480004784;46.9222029999434
61;51216661;CENTRE DE SERVICES DE DRUMMONDVILLE;CENTRE DE SERVICES DE DRUMMONDVILLE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;350, rue Saint-Jean, bureau 170; ;J2B5L4;(819) 475-0242;49058;Drummondville;4171;Drummond;490;Drummond;417;RLS de Drummond;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/04/01 00:00:00+00;-72.482759;45.876399;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-72.4827589995693;45.8763989996684
62;51216687;CHUS - HÔPITAL FLEURIMONT;CHUS - HÔPITAL FLEURIMONT;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;3001, 12e Avenue Nord; ;J1H5N4;(819) 346-1110;43027;Sherbrooke;5151;Sherbrooke;430;Sherbrooke;515;RLS de Sherbrooke;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/07/01 00:00:00+00;-71.869027;45.447736;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.8690269998984;45.4477360003729
63;51216695;CHUS - HÔTEL-DIEU DE SHERBROOKE;CHUS - HÔTEL-DIEU DE SHERBROOKE;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;580, rue Bowen Sud; ;J1G2E8;(819) 346-1110;43027;Sherbrooke;5151;Sherbrooke;430;Sherbrooke;515;RLS de Sherbrooke;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/07/01 00:00:00+00;-71.877948;45.398442;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.8779480004464;45.3984419997247
64;51216802;CENTRE LE CARDINAL;CENTRE LE CARDINAL;11042280;Centre Le Cardinal Inc.;CENTRE LE CARDINAL INC.;6;Montréal;12900, rue Notre-Dame Est; ;H1A1R9;(514) 645-2766;66023;Montréal;6523;Pointe-aux-Trembles;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;2;1;2; ;N;2010/02/24 00:00:00+00;1995/06/12 00:00:00+00;-73.488336;45.652451;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.48833600018;45.6524510001807
65;51216893;CENTRE DE RÉADAPTATION EN DÉPENDANCE BOULEVARD CAVENDISH;CRD BOULEVARD CAVENDISH;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;6;Montréal;3285, boulevard Cavendish, bureau 100; ;H4B2L9;(514) 486-1304;66023;Montréal;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1995/04/01 00:00:00+00;-73.627087;45.463416;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-73.6270870005991;45.4634160000146
66;51216950;CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BOUCHERVILLE;CENTRE MULTI. SSS DE BOUCHERVILLE;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;1335, rue Gay-Lussac; ;J4B7K1;(450) 449-7031;58033;Boucherville;16213;Lajemmerais;580;Longueuil;1621;RLS Pierre-Boucher;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-73.429263;45.571832;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.4292630000899;45.5718320004131
67;51217008;CENTRE D'ACTIVITES DE JOUR DE SAINT-HUBERT - MONTEE ST-HUBERT;CENTRE D'ACTIV. DE JOUR DE ST-HUBERT - MONTEE ST-HUBERT;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;4660, montée Saint-Hubert;porte 103;J3Y1V1;(450) 462-5906;58227;Longueuil;16112;Saint-Hubert;580;Longueuil;1611;RLS de Champlain;2;RUIS Université de Montréal;1;2;1; ;N;;1995/04/01 00:00:00+00;-73.438414;45.486091;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.4384139994842;45.4860910000634
68;51217081;CHSLD RICHARD-BUSQUE;CHSLD RICHARD-BUSQUE;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;405, 18e rue; ;G5Y4T2;(418) 228-2081;29073;Saint-Georges;12132;Beauce-Sartigan;290;Beauce-Sartigan;1213;RLS de Beauce;1;RUIS Université Laval;1;2;1; ;N;;1995/08/29 00:00:00+00;-70.674475;46.115788;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-70.6744749995578;46.1157879998351
69;51217099;CHSLD DU SÉMINAIRE;CHSLD DU SÉMINAIRE;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;11515, 8e avenue; ;G5Y1J5;(418) 228-2021;29073;Saint-Georges;12132;Beauce-Sartigan;290;Beauce-Sartigan;1213;RLS de Beauce;1;RUIS Université Laval;1;2;1; ;N;;1995/08/29 00:00:00+00;-70.671451;46.124889;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-70.6714510002627;46.1248890004019
70;51217222;CENTRE D'HÉBERGEMENT JACQUES-CARTIER;CENTRE D'HÉBERGEMENT JACQUES-CARTIER;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;904, rue Jacques-Cartier Est; ;G7H2A9;(418) 698-3905;94068;Saguenay;2151;Saguenay;941;Saguenay;215;RLS de Chicoutimi;1;RUIS Université Laval;1;2;1; ;N;;1995/09/19 00:00:00+00;-71.040908;48.423336;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.0409079995477;48.4233359998064
71;51217248;CLSC ET CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE L'OUTAOUAIS;CLSC ET CPEJ DE L'OUTAOUAIS;11045218;Centre intégré de santé et de services sociaux de l'Outaouais;CISSS DE L'OUTAOUAIS;7;Outaouais;105, boulevard Sacré-Coeur, Édifice Ma; ;J8X1C5;(819) 771-6631;81017;Gatineau;7142;Hull;810;Gatineau;714;RLS de Grande-Rivière - Hull - Gatineau;3;RUIS Université McGill;1;2;1; ;N;;1995/09/19 00:00:00+00;-75.715157;45.437862;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-75.7151569998185;45.4378620004549
72;51217370;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE RIMOUSKI-NEIGETTE;CRJDA DE RIMOUSKI-NEIGETTE;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;404, avenue Ross; ;G5L6J2;(418) 724-2623;10043;Rimouski;1151;Rimouski-Neigette;100;Rimouski-Neigette;115;RLS de Rimouski;1;RUIS Université Laval;1;2;1; ;N;;1995/10/27 00:00:00+00;-68.525738;48.432977;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-68.5257379997876;48.4329770000923
73;51217453;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LIMOGES;CRJDA LIMOGES;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;2010, rue Limoges; ;J4G1C3;(450) 677-8991;58227;Longueuil;16212;Longueuil-Est;580;Longueuil;1621;RLS Pierre-Boucher;2;RUIS Université de Montréal;1;2;1; ;N;;1995/10/26 00:00:00+00;-73.480551;45.569783;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.4805510001956;45.5697830002721
74;51217461;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHAMBLY;CRJDA DE CHAMBLY;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;1501, avenue de Salaberry; ;J3L4V8;(450) 658-0001;57005;Chambly;16121;Chambly-Carignan-Marieville;570;La Vallée-du-Richelieu;1612;RLS du Haut-Richelieu - Rouville;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/10/26 00:00:00+00;-73.310342;45.443988;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.3103419994282;45.4439879997178
75;51217479;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-HYACINTHE;CRJDA DE SAINT-HYACINTHE;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;3000, avenue Pratte; ;J2S4C7;(450) 773-8438;54048;Saint-Hyacinthe;16222;Les Maskoutains;540;Les Maskoutains;1622;RLS de Richelieu-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1995/10/26 00:00:00+00;-72.959861;45.64152;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-72.9598609999972;45.6415199999162
76;51217503;CENTRE D'HÉBERGEMENT COOKE;CENTRE D'HÉBERGEMENT COOKE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;3450, rue Sainte-Marguerite; ;G8Z1X3;(819) 375-7713;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;1995/11/01 00:00:00+00;-72.577024;46.344523;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.5770239998005;46.3445230001593
77;51217529;HÔPITAL DU SAINT-SACREMENT;HÔPITAL DU SAINT-SACREMENT;11045051;CHU de Québec – Université Laval;CHU DE QUÉBEC – UL;3;Capitale-Nationale;1050, chemin Sainte-Foy; ;G1S4L8;(418) 682-7511;23027;Québec;3124;Québec - Haute-Ville;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1;1;N;;1995/09/13 00:00:00+00;-71.246411;46.799357;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2464109995979;46.7993569996157
78;51217560;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHICOUTIMI;CPRJDA DE CHICOUTIMI;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;1109, rue Bégin; ;G7H4P1;(418) 549-4853;94068;Saguenay;2151;Saguenay;941;Saguenay;215;RLS de Chicoutimi;1;RUIS Université Laval;1;2;1; ;N;;1995/11/27 00:00:00+00;-71.067668;48.410751;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-71.0676680005983;48.4107509997973
79;51217578;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROBERVAL;CPRJDA DE ROBERVAL;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;254, boulevard Sauvé; ;G8H1A7;(418) 275-2541;91025;Roberval;2111;Domaine-du-Roy;910;Le Domaine-du-Roy;211;RLS du Domaine-du-Roy;1;RUIS Université Laval;1;2;1; ;N;;1995/11/27 00:00:00+00;-72.227398;48.498794;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-72.2273979998165;48.4987939995612
80;51217586;PAVILLON L'HÔTEL-DIEU DE QUÉBEC;PAVILLON L'HÔTEL-DIEU DE QUÉBEC;11045051;CHU de Québec – Université Laval;CHU DE QUÉBEC – UL;3;Capitale-Nationale;11, Côte du Palais; ;G1R2J6;(418) 691-5257;23027;Québec;3124;Québec - Haute-Ville;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1;1;N;;1995/12/12 00:00:00+00;-71.210994;46.81539;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2109940003657;46.8153899996686
81;51217594;PAVILLON CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL;PAVILLON CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL;11045051;CHU de Québec – Université Laval;CHU DE QUÉBEC – UL;3;Capitale-Nationale;2705, boulevard Laurier; ;G1V4G2;(418) 656-4141;23027;Québec;3123;Sainte-Foy - Sillery;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1;1;N;;1995/12/12 00:00:00+00;-71.282342;46.767873;Non;Oui;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2823419994649;46.7678730004531
