"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356779";"1.2.1.1.5";"79.0";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356780";"1.2.1.1.6";"82.7";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356782";"1.2.1.2.1";"281500";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356783";"1.2.1.2.2";"252200";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356784";"1.2.1.2.3";"319100";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356785";"1.2.1.2.4";"13.3";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356786";"1.2.1.2.5";"11.8";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356787";"1.2.1.2.6";"15.0";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356789";"1.2.1.3.1";"121200";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356790";"1.2.1.3.2";"97100";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356791";"1.2.1.3.3";"142800";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356792";"1.2.1.3.4";"5.7";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356793";"1.2.1.3.5";"4.7";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356794";"1.2.1.3.6";"7.0";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356796";"1.2.1.4.1";"79600";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356797";"1.2.1.4.2";"59400";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356798";"1.2.1.4.3";"98700";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356799";"1.2.1.4.4";"3.8";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356800";"1.2.1.4.5";"2.9";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356801";"1.2.1.4.6";"4.9";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356803";"1.2.1.5.1";"41600";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356804";"1.2.1.5.2";"28100";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356805";"1.2.1.5.3";"55900";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356806";"1.2.1.5.4";"2.0";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356807";"1.2.1.5.5";"1.4";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356808";"1.2.1.5.6";"2.7";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356810";"1.2.2.1.1";"924100";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356811";"1.2.2.1.2";"895200";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356812";"1.2.2.1.3";"950300";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356813";"1.2.2.1.4";"85.6";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356814";"1.2.2.1.5";"83.1";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356815";"1.2.2.1.6";"87.8";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356817";"1.2.2.2.1";"124000";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356818";"1.2.2.2.2";"103100";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356819";"1.2.2.2.3";"149400";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356820";"1.2.2.2.4";"11.5";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356821";"1.2.2.2.5";"9.5";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356822";"1.2.2.2.6";"13.8";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356824";"1.2.2.3.1";"31400";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356825";"1.2.2.3.2";"20500";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356826";"1.2.2.3.3";"44500";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356827";"1.2.2.3.4";"2.9";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356828";"1.2.2.3.5";"2.0";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356829";"1.2.2.3.6";"4.2";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356831";"1.2.2.4.1";"20400";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356832";"1.2.2.4.2";"10900";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356833";"1.2.2.4.3";"31300";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356834";"1.2.2.4.4";"1.9";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356835";"1.2.2.4.5";"1.2";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356836";"1.2.2.4.6";"3.0";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356838";"1.2.2.5.1";"11000";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356839";"1.2.2.5.2";"4700";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356840";"1.2.2.5.3";"18500";"E";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356841";"1.2.2.5.4";"1.0";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356842";"1.2.2.5.5";"0.5";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356843";"1.2.2.5.6";"1.9";"E";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356845";"1.2.3.1.1";"783600";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356846";"1.2.3.1.2";"750000";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356847";"1.2.3.1.3";"818000";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066356848";"1.2.3.1.4";"76.0";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356849";"1.2.3.1.5";"73.0";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066356850";"1.2.3.1.6";"78.7";"";"";"";"1"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066356852";"1.2.3.2.1";"157600";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356853";"1.2.3.2.2";"137100";"";"";"";"0"
"2018";"Canada (sauf les territoires)";"";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066356854";"1.2.3.2.3";"182900";"";"";"";"0"
